Pipeline,FromActivity,FromSequence,FromParent,ToActivity,ToSequence,ToParent,Conditions,SequenceFlow,SameContainer,FromExecutionStage,ToExecutionStage
PL_CostCenter_Reporting,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,2
PL_CostCenter_Reporting,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_CostCenter_Reporting,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_CostCenter_Reporting,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_CostCenter_Reporting,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_CostCenter_Reporting,CD_Files,12,If File Updated→TRUE,CD_Archive,13,If File Updated→TRUE,Succeeded,12→13,Yes,0,1
PL_CostCenter_Reporting,CD_Archive,13,If File Updated→TRUE,CD_Update_WaterMark,14,If File Updated→TRUE,Succeeded,13→14,Yes,1,2
PL_CostCenter_Reporting,ForEachFile,6,,If any file updated,17,,Succeeded,6→17,Yes,2,3
PL_CostCenter_Reporting,df_CostCenterReporting,18,If any file updated→TRUE,PL_CostReporting_SinktoSynapse,19,If any file updated→TRUE,Succeeded,18→19,Yes,0,1
pl_SalesSummary_Master,Set Days To Load,4,,Regular Sales Load,2,,Succeeded,4→2,Yes,1,2
pl_SalesSummary_Master,Set Run Type,5,,Regular Sales Load,2,,Succeeded,5→2,Yes,1,2
pl_SalesSummary_Master,Regular Sales Load,2,,EOM Sales Load,3,,Succeeded,2→3,Yes,2,3
pl_SalesSummary_Master,PL_GET_Nestle_Item_Mapping,1,,Set Days To Load,4,,Succeeded,1→4,Yes,0,1
pl_SalesSummary_Master,PL_GET_Nestle_Item_Mapping,1,,Set Run Type,5,,Succeeded,1→5,Yes,0,1
pl_NHSC_GlobalSC_Master,PL_NHSC_Plants,4,,pl_NHSC_PlantMaterial,3,,Succeeded,4→3,Yes,0,1
PL_RunPersona_Master,Filter Current Day file,3,,Set File Count,2,,Succeeded,3→2,Yes,1,2
PL_RunPersona_Master,Get Files Metada,1,,Filter Current Day file,3,,Succeeded,1→3,Yes,0,1
PL_RunPersona_Master,Set File Count,2,,If Only One File,4,,Succeeded,2→4,Yes,2,3
pl_NHSC_Reason_Codes,CD_Get_Reason_Codes,1,,CD_ReasonCodes_Synapse,2,,Succeeded,1→2,Yes,0,1
pl_NHSC_Reason_Codes,CD_Get_Reason_Codes,1,,CD_Reason_Codes_Archive,3,,Succeeded,1→3,Yes,0,1
PL_US8X_OrderManagement_Synapse,CD_ExceptionsUS8X,2,,DeleteDupsHeadersExceptions,3,,Succeeded,2→3,Yes,0,1
PL_US8X_OrderManagement_Synapse,CD_OrderChangeUS8X,4,,DeleteDupsHeaders_OrderChange,5,,Succeeded,4→5,Yes,0,1
PL_US8X_OrderManagement_Synapse,CD_OTR,6,,DeleteDupsHeaders_OTR,7,,Succeeded,6→7,Yes,0,1
PL_US8X_OrderManagement_Synapse,CD_RushOrderUS8X,8,,DeleteDupsHeaders,9,,Succeeded,8→9,Yes,0,1
PL_OrderManagement_ColleagueData,GetClientSecret,16,,GetAuthToken,1,,Succeeded,16→1,Yes,0,1
PL_OrderManagement_ColleagueData,LookupFilesToCopy,5,,ForEachFile,6,,Succeeded,5→6,Yes,0,2
PL_OrderManagement_ColleagueData,Month,4,,ForEachFile,6,,Succeeded,4→6,Yes,0,2
PL_OrderManagement_ColleagueData,Year,3,,ForEachFile,6,,Succeeded,3→6,Yes,0,2
PL_OrderManagement_ColleagueData,Time,2,,ForEachFile,6,,Succeeded,2→6,Yes,0,2
PL_OrderManagement_ColleagueData,GetAuthToken,1,,ForEachFile,6,,Succeeded,1→6,Yes,1,2
PL_OrderManagement_ColleagueData,Web_GetFileLUD,7,ForEachFile,Set LUD,8,ForEachFile,Succeeded,7→8,Yes,0,1
PL_OrderManagement_ColleagueData,Lookup_Old_LUD,10,ForEachFile,Set OLD_LUD,9,ForEachFile,Succeeded,10→9,Yes,0,1
PL_OrderManagement_ColleagueData,Set LUD,8,ForEachFile,If File Updated,11,ForEachFile,Succeeded,8→11,Yes,1,2
PL_OrderManagement_ColleagueData,Set OLD_LUD,9,ForEachFile,If File Updated,11,ForEachFile,Succeeded,9→11,Yes,1,2
PL_OrderManagement_ColleagueData,CD_Files,12,If File Updated→TRUE,CD_Archive,13,If File Updated→TRUE,Succeeded,12→13,Yes,0,1
PL_OrderManagement_ColleagueData,CD_Archive,13,If File Updated→TRUE,CD_Update_WaterMark,14,If File Updated→TRUE,Succeeded,13→14,Yes,1,2
PL_FileSystemUS16,Delete1,6,,CD_RushOrdersUS16,2,,Succeeded,6→2,Yes,0,1
PL_NUSA_Segmentation,CD_Archive,3,,CD_Synapse,2,,Succeeded,3→2,Yes,1,2
PL_NUSA_Segmentation,CD_Segmentation,1,,CD_Archive,3,,Succeeded,1→3,Yes,0,1
PL_US16_OrderManagement_Synapse,CD_OrderChangeUS16,2,,DeleteDupsHeadersOrderChange,3,,Succeeded,2→3,Yes,0,1
PL_US16_OrderManagement_Synapse,Script1,8,,ForEach1,6,,Succeeded,8→6,Yes,1,2
PL_US16_OrderManagement_Synapse,Get Metadata1,5,,Script1,8,,Succeeded,5→8,Yes,0,1
PL_US16_OrderManagement_Synapse,Get_ListOfFiles,9,,ForEach1_copy1,10,,Succeeded,9→10,Yes,0,1
PL_US16_OrderManagement_Synapse,TRUNCATE_TABLE,12,,ForEach1_copy1,10,,Succeeded,12→10,Yes,0,1
PL_OrderManagement,PL_COF_ColleagueData,1,,PL_US8X_OrderManagement_Synapse,3,,Succeeded,1→3,Yes,0,1
PL_OrderManagement,PL_FileSystemUS16,2,,PL_US16_OrderManagement_Synapse,4,,Succeeded,2→4,Yes,0,1
PL_METADATA_DRIVEN_SNOWFLAKE_TO_ADLS,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,1
PL_METADATA_DRIVEN_SNOWFLAKE_TO_ADLS,LookupColumnsToBeRenamed,4,ForEachEntity,CD_SNOWFLAKE_TO_ADLS,3,ForEachEntity,Succeeded,4→3,Yes,0,1
PL_METADATA_DRIVEN_AMSGLOBALSC_TO_ADLS,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,1
PL_METADATA_DRIVEN_ADLS_TO_AZURE_SYNAPSE,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,1
PL_DEMAND_PLANNING_REPORTS,Execute Pipeline Snowflake to ADLS,1,,Execute Pipeline ADLS to Azure Synapse,2,,Succeeded,1→2,Yes,0,1
PL_DEMAND_PLANNING_REPORTS,Execute Pipeline ADLS to Azure Synapse,2,,Script1,3,,Succeeded,2→3,Yes,1,2
PL_DEMAND_PLANNING_REPORTS,Script1,3,,Copy data from Azure to ADLS,4,,Succeeded,3→4,Yes,2,3
PL_MATERIAL_MASTER_DATA,Execute Pipeline GSC Azure DB to ADLS,1,,Execute Pipeline Azure ADLS to Azure Synapse,2,,Succeeded,1→2,Yes,0,1
PL_MATERIAL_MASTER_DATA,Execute Pipeline Snowflake to ADLS,3,,Execute Pipeline Azure ADLS to Azure Synapse_copy1,4,,Succeeded,3→4,Yes,0,1
PL_MATERIAL_MASTER_DATA,Execute Pipeline Azure ADLS to Azure Synapse,2,,Script1,5,,Succeeded,2→5,Yes,1,4
PL_MATERIAL_MASTER_DATA,Execute data flow Animal Farm,7,,Script1,5,,Succeeded,7→5,Yes,3,4
PL_MATERIAL_MASTER_DATA,Execute Pipeline Azure ADLS to Azure Synapse_copy1,4,,Execute Pipeline Sharepoint to ADLS,6,,Succeeded,4→6,Yes,1,2
PL_MATERIAL_MASTER_DATA,Execute Pipeline Sharepoint to ADLS,6,,Execute data flow Animal Farm,7,,Succeeded,6→7,Yes,2,3
PL_METADATA_DRIVEN_SHAREPOINT_TO_ADLS,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,2
PL_METADATA_DRIVEN_SHAREPOINT_TO_ADLS,GetAuthToken,10,,ForEachEntity,2,,Succeeded,10→2,Yes,1,2
PL_METADATA_DRIVEN_SHAREPOINT_TO_ADLS,WebGetFileLUD,3,ForEachEntity,SetvariableLastUpdateDate,4,ForEachEntity,Succeeded,3→4,Yes,0,1
PL_METADATA_DRIVEN_SHAREPOINT_TO_ADLS,GetMetadata,5,ForEachEntity,IfFileExists,6,ForEachEntity,Succeeded,5→6,Yes,0,1
PL_METADATA_DRIVEN_SHAREPOINT_TO_ADLS,IfFileExists,6,ForEachEntity,IfFileLastModified,8,ForEachEntity,Succeeded,6→8,Yes,1,2
PL_METADATA_DRIVEN_SHAREPOINT_TO_ADLS,SetvariableLastUpdateDate,4,ForEachEntity,IfFileLastModified,8,ForEachEntity,Succeeded,4→8,Yes,1,2
PL_METADATA_DRIVEN_SHAREPOINT_TO_ADLS,GetClientSecret,11,,GetAuthToken,10,,Succeeded,11→10,Yes,0,1
PL_METADATA_DRIVEN_SHIPEDGE_TO_ADLS,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,1
PL_METADATA_DRIVEN_SHIPEDGE_TO_ADLS,GetClientSecret,4,,ForEachEntity,2,,Succeeded,4→2,Yes,0,1
PL_METADATA_DRIVEN_SHIPEDGE_TO_ADLS,GetKeySecret,5,,ForEachEntity,2,,Succeeded,5→2,Yes,0,1
pl_SalesDocumentPartner,Set FileName,9,,CD_SalesDocumentPartner,1,,Succeeded,9→1,Yes,4,5
pl_SalesDocumentPartner,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_SalesDocumentPartner,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_SalesDocumentPartner,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_SalesDocumentPartner,CD_SalesDocumentPartner,1,,CD_ArchiveSalesDocumentPartner,6,,Succeeded,1→6,Yes,5,6
pl_SalesDocumentPartner,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_SalesDocumentPartner,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,3,4
pl_SalesDocumentPartner,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,4
pl_SalesDocumentPartner,CD_ArchiveSalesDocumentPartner,6,,df_SalesDocumentPartner,10,,Succeeded,6→10,Yes,6,7
pl_EventMessageHeader,Set FileName,9,,CD_EventMessageHeader,1,,Succeeded,9→1,Yes,4,5
pl_EventMessageHeader,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_EventMessageHeader,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_EventMessageHeader,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_EventMessageHeader,CD_EventMessageHeader,1,,CD_ArchiveEventMessageHeader,6,,Succeeded,1→6,Yes,5,6
pl_EventMessageHeader,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_EventMessageHeader,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,3,4
pl_EventMessageHeader,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,4
pl_EventMessageHeader,CD_ArchiveEventMessageHeader,6,,EventMessageHeader,10,,Succeeded,6→10,Yes,6,7
pl_EnhancedChangeLogForTOR,Set FileName,9,,CD_EnhancedChangeLogForTOR,1,,Succeeded,9→1,Yes,5,6
pl_EnhancedChangeLogForTOR,Set Current Date,11,,Set Container,3,,Succeeded,11→3,Yes,1,2
pl_EnhancedChangeLogForTOR,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,2,3
pl_EnhancedChangeLogForTOR,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,3,4
pl_EnhancedChangeLogForTOR,CD_EnhancedChangeLogForTOR,1,,CD_ArchiveEnhancedChangeLogForTOR,6,,Succeeded,1→6,Yes,6,7
pl_EnhancedChangeLogForTOR,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_EnhancedChangeLogForTOR,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,4,5
pl_EnhancedChangeLogForTOR,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,5
pl_EnhancedChangeLogForTOR,CD_ArchiveEnhancedChangeLogForTOR,6,,EnhancedChangeLogForTOR,10,,Succeeded,6→10,Yes,7,8
pl_EnhancedChangeLogForTOR,Set CurrentTimeStamp,2,,Set Current Date,11,,Succeeded,2→11,Yes,0,1
pl_MessageStatus,Set FileName,10,,CD_MessageStatus,1,,Succeeded,10→1,Yes,4,5
pl_MessageStatus,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_MessageStatus,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_MessageStatus,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_MessageStatus,CD_MessageStatus,1,,CD_ArchiveMessageStatus,6,,Succeeded,1→6,Yes,5,6
pl_MessageStatus,CD_ArchiveMessageStatus,6,,df_MessageStatus,7,,Succeeded,6→7,Yes,6,7
pl_MessageStatus,Get_Last_Update,8,,Set_Last_Update,9,,Succeeded,8→9,Yes,0,1
pl_MessageStatus,Set ArchiveContainer,5,,Set FileName,10,,Succeeded,5→10,Yes,3,4
pl_MessageStatus,Set_Last_Update,9,,Set FileName,10,,Succeeded,9→10,Yes,1,4
pl_FreightOrderTracking,Set FileName,9,,CD_FreightOrderTracking,1,,Succeeded,9→1,Yes,4,5
pl_FreightOrderTracking,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_FreightOrderTracking,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_FreightOrderTracking,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_FreightOrderTracking,CD_FreightOrderTracking,1,,CD_ArchiveFreightOrderTracking,6,,Succeeded,1→6,Yes,5,6
pl_FreightOrderTracking,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_FreightOrderTracking,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,3,4
pl_FreightOrderTracking,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,4
pl_FreightOrderTracking,CD_ArchiveFreightOrderTracking,6,,df_FreightOrderTracking,10,,Succeeded,6→10,Yes,6,7
pl_TransportationOrderRootNode,Set FileName,9,,CD_TransportationRootNode,1,,Succeeded,9→1,Yes,4,5
pl_TransportationOrderRootNode,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_TransportationOrderRootNode,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_TransportationOrderRootNode,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_TransportationOrderRootNode,CD_TransportationRootNode,1,,CD_ArchiveTransportationRootNode,6,,Succeeded,1→6,Yes,5,6
pl_TransportationOrderRootNode,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_TransportationOrderRootNode,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,3,4
pl_TransportationOrderRootNode,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,4
pl_TransportationOrderRootNode,CD_ArchiveTransportationRootNode,6,,dfTransportationRootNode,10,,Succeeded,6→10,Yes,6,7
PL_PURITAN_SHPEDGE_INVENTORY,Execute Pipeline Ship Edge to ADLS,1,,Data flow Ship Edge Inventory,2,,Succeeded,1→2,Yes,0,1
PL_PURITAN_SHPEDGE_INVENTORY,Data flow Ship Edge Inventory,2,,PostProcessingScript,3,,Succeeded,2→3,Yes,1,2
pl_TransportationLoadHeader,Set FileName,10,,CD_TransportationLoadHeader,1,,Succeeded,10→1,Yes,4,5
pl_TransportationLoadHeader,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_TransportationLoadHeader,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_TransportationLoadHeader,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_TransportationLoadHeader,CD_TransportationLoadHeader,1,,CD_ArchiveTransportationLoadHeader,6,,Succeeded,1→6,Yes,5,6
pl_TransportationLoadHeader,CD_ArchiveTransportationLoadHeader,6,,df_TransportationLoadHeader,7,,Succeeded,6→7,Yes,6,7
pl_TransportationLoadHeader,Get_Last_Update,8,,Set_Last_Update,9,,Succeeded,8→9,Yes,0,1
pl_TransportationLoadHeader,Set_Last_Update,9,,Set FileName,10,,Succeeded,9→10,Yes,1,4
pl_TransportationLoadHeader,Set ArchiveContainer,5,,Set FileName,10,,Succeeded,5→10,Yes,3,4
pl_CustomerPassThroughData,Set FileName,9,,CD_CustomerPassThroughData,1,,Succeeded,9→1,Yes,4,5
pl_CustomerPassThroughData,Set CurrentTimeStamp,2,,Set Container,3,,Succeeded,2→3,Yes,0,1
pl_CustomerPassThroughData,Set Container,3,,Set Path,4,,Succeeded,3→4,Yes,1,2
pl_CustomerPassThroughData,Set Path,4,,Set ArchiveContainer,5,,Succeeded,4→5,Yes,2,3
pl_CustomerPassThroughData,CD_CustomerPassThroughData,1,,CD_ArchiveCustomerPassThroughData,6,,Succeeded,1→6,Yes,5,6
pl_CustomerPassThroughData,Get_Last_Update,7,,Set_Last_Update,8,,Succeeded,7→8,Yes,0,1
pl_CustomerPassThroughData,Set_Last_Update,8,,Set FileName,9,,Succeeded,8→9,Yes,1,4
pl_CustomerPassThroughData,Set ArchiveContainer,5,,Set FileName,9,,Succeeded,5→9,Yes,3,4
pl_CustomerPassThroughData,CD_ArchiveCustomerPassThroughData,6,,CustomerPassThroughData,10,,Succeeded,6→10,Yes,6,7
PL_CUSTOMER_MASTER_DATA,Execute Pipeline ADLS to Azure Synapse,9,,Execute Pipeline Sharepoint to ADLS,1,,Succeeded,9→1,Yes,1,2
PL_CUSTOMER_MASTER_DATA,Execute Pipeline Sharepoint to ADLS,1,,GetMetadata,2,,Succeeded,1→2,Yes,2,3
PL_CUSTOMER_MASTER_DATA,Execute Pipeline Sharepoint to ADLS,1,,GetMetadataADLS,3,,Succeeded,1→3,Yes,2,3
PL_CUSTOMER_MASTER_DATA,GetMetadata,2,,IfFileExistsOrModifiedADLS,4,,Succeeded,2→4,Yes,3,4
PL_CUSTOMER_MASTER_DATA,GetMetadataADLS,3,,IfFileExistsOrModified,6,,Succeeded,3→6,Yes,3,4
PL_CUSTOMER_MASTER_DATA,Execute Pipeline Snowflake to ADLS,8,,Execute Pipeline ADLS to Azure Synapse,9,,Succeeded,8→9,Yes,0,1
PL_CUSTOMER_MASTER_DATA,IfFileExistsOrModifiedADLS,4,,UpdateScript,10,,Succeeded,4→10,Yes,4,5
PL_CUSTOMER_MASTER_DATA,IfFileExistsOrModified,6,,UpdateScript,10,,Succeeded,6→10,Yes,4,5
PL_FileSystemUS16_Exceptions,FileList,1,,OnlyFiles,2,,Succeeded,1→2,Yes,0,1
PL_FileSystemUS16_Exceptions,Clean Table,6,,ForEach1,3,,Succeeded,6→3,Yes,2,3
PL_FileSystemUS16_Exceptions,Clean Folder,7,,ForEach1,3,,Succeeded,7→3,Yes,2,3
PL_FileSystemUS16_Exceptions,CD_ExceptionsUS16,4,ForEach1,DF_Exceptions,5,ForEach1,Succeeded,4→5,Yes,0,1
PL_FileSystemUS16_Exceptions,OnlyFiles,2,,Clean Table,6,,Succeeded,2→6,Yes,1,2
PL_FileSystemUS16_Exceptions,OnlyFiles,2,,Clean Folder,7,,Succeeded,2→7,Yes,1,2
PL_METADATA_DRIVEN_OSPREY_TO_ADLS,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,1
PL_OSPREY_TO_AZURE_SYNAPSE,Execute Pipeline Osprey To ADLS,1,,Execute Pipeline Osprey ADLS To Azure Synapse,2,,Succeeded,1→2,Yes,0,1
PL_OSPREY_TO_AZURE_SYNAPSE,Execute Pipeline Osprey To ADLS_copy1,3,,Execute Pipeline Osprey ADLS To Azure Synapse_copy1,4,,Succeeded,3→4,Yes,0,1
PL_OSPREY_TO_AZURE_SYNAPSE,Execute Pipeline Osprey ADLS To Azure Synapse,2,,Update Script,5,,Succeeded,2→5,Yes,1,2
PL_OSPREY_TO_AZURE_SYNAPSE,Execute Pipeline Osprey ADLS To Azure Synapse_copy1,4,,Update Script,5,,Succeeded,4→5,Yes,1,2
PL_OSPREY_TO_AZURE_SYNAPSE_SNAPSHOT,Execute Pipeline Osprey To ADLS_copy1,1,,Execute Pipeline Osprey ADLS To Azure Synapse_copy1,2,,Succeeded,1→2,Yes,0,1
PL_METADATA_DRIVE_TBCOSYNAPSE_NHSCADLS,LookupEntitiesToCopy,1,,ForEachEntity,2,,Succeeded,1→2,Yes,0,1
pl_IntegratedOrders_US8X,set_inboundpath,4,,GIO Cancled saphana_to_inbound,1,,Succeeded,4→1,Yes,0,1
pl_IntegratedOrders_US8X,set_inboundpath,4,,GIO Open saphana_to_inbound,2,,Succeeded,4→2,Yes,0,1
pl_IntegratedOrders_US8X,set_inboundpath,4,,GIO Open Delivered Shipped saphana_to_inbound,3,,Succeeded,4→3,Yes,0,1
pl_IntegratedOrders_US8X,set_inboundpath,4,,GIO Invoiced saphana_to_inbound,5,,Succeeded,4→5,Yes,0,1
pl_IntegratedOrders_US8X,set_inboundpath,4,,GIO Invoiced VP saphana_to_inbound,6,,Succeeded,4→6,Yes,0,1
PL_Monthly_IncomeStatement,Date Range,1,,Set Year,2,,Succeeded,1→2,Yes,0,1
PL_Monthly_IncomeStatement,Set varFileToStagingMapping,8,,CD_Part1_Y6CO1MC0QB_BICS_IIS_R,3,,Succeeded,8→3,Yes,2,3
PL_Monthly_IncomeStatement,Date Range,1,,Set Month,4,,Succeeded,1→4,Yes,0,1
PL_Monthly_IncomeStatement,CD_Part1_Y6CO1MC0QB_BICS_IIS_R,3,,df_Montly_IncomeStatement,5,,Succeeded,3→5,Yes,3,4
PL_Monthly_IncomeStatement,CD_Part2_Y6CO1MC0QB_BICS_IIS_R,6,,df_Montly_IncomeStatement,5,,Succeeded,6→5,Yes,3,4
PL_Monthly_IncomeStatement,CD_Part3_Y6CO1MC0QB_BICS_IIS_R,7,,df_Montly_IncomeStatement,5,,Succeeded,7→5,Yes,3,4
PL_Monthly_IncomeStatement,CD_Part4_US01_Y6CO1MC0QB_BICS_IIS_R,9,,df_Montly_IncomeStatement,5,,Succeeded,9→5,Yes,3,4
PL_Monthly_IncomeStatement,CD_Part4_Except_US01_Y6CO1MC0QB_BICS_IIS_R,10,,df_Montly_IncomeStatement,5,,Succeeded,10→5,Yes,3,4
PL_Monthly_IncomeStatement,Set varFileToStagingMapping,8,,CD_Part2_Y6CO1MC0QB_BICS_IIS_R,6,,Succeeded,8→6,Yes,2,3
PL_Monthly_IncomeStatement,Set varFileToStagingMapping,8,,CD_Part3_Y6CO1MC0QB_BICS_IIS_R,7,,Succeeded,8→7,Yes,2,3
PL_Monthly_IncomeStatement,Set Month,4,,Set varFileToStagingMapping,8,,Succeeded,4→8,Yes,1,2
PL_Monthly_IncomeStatement,Set Year,2,,Set varFileToStagingMapping,8,,Succeeded,2→8,Yes,1,2
PL_Monthly_IncomeStatement,Set varFileToStagingMapping,8,,CD_Part4_US01_Y6CO1MC0QB_BICS_IIS_R,9,,Succeeded,8→9,Yes,2,3
PL_Monthly_IncomeStatement,Set varFileToStagingMapping,8,,CD_Part4_Except_US01_Y6CO1MC0QB_BICS_IIS_R,10,,Succeeded,8→10,Yes,2,3
PL_Monthly_IncomeStatement_LOAD_History,Date Range,1,,ForEach1,2,,Succeeded,1→2,Yes,0,1
PL_Monthly_IncomeStatement_LOAD_History,Set Year,3,ForEach1,CD_Y6CO1MC0QB_BICS_IIS_R,4,ForEach1,Succeeded,3→4,Yes,0,1
PL_Monthly_IncomeStatement_LOAD_History,Set Month,6,ForEach1,CD_Y6CO1MC0QB_BICS_IIS_R,4,ForEach1,Succeeded,6→4,Yes,0,1
PL_Monthly_IncomeStatement_LOAD_History,CD_Y6CO1MC0QB_BICS_IIS_R,4,ForEach1,CD_Archive,5,ForEach1,Succeeded,4→5,Yes,1,2
PL_GetDataFromDEV,Lookup1,3,,ForEach1,1,,Succeeded,3→1,Yes,0,1
PL_SendLargeDataToProd,Get Files To Load,1,,ForEach1,2,,Succeeded,1→2,Yes,0,1
pl_EventMessageHeader_Hist,Set Container,1,,Set Path,2,,Succeeded,1→2,Yes,0,1
pl_EventMessageHeader_Hist,Set Path,2,,Set ArchiveContainer,3,,Succeeded,2→3,Yes,1,2
pl_EventMessageHeader_Hist,Set ArchiveContainer,3,,Set FileName,4,,Succeeded,3→4,Yes,2,3
pl_EventMessageHeader_Hist,Set FileName,4,,Lookup1,5,,Succeeded,4→5,Yes,3,4
pl_EventMessageHeader_Hist,Lookup1,5,,ForEach1,6,,Succeeded,5→6,Yes,4,5
pl_EventMessageHeader_Hist,CD_EventMessageHeader,7,ForEach1,CD_ArchiveEventMessageHeader,8,ForEach1,Succeeded,7→8,Yes,0,1
pl_EventMessageHeader_Hist,CD_ArchiveEventMessageHeader,8,ForEach1,df_EventMessageHeader_Hist,9,ForEach1,Succeeded,8→9,Yes,1,2
pl_FreightOrderTracking_Hist,Set Container,1,,Set Path,2,,Succeeded,1→2,Yes,0,1
pl_FreightOrderTracking_Hist,Set Path,2,,Set ArchiveContainer,3,,Succeeded,2→3,Yes,1,2
pl_FreightOrderTracking_Hist,Set ArchiveContainer,3,,Set FileName,4,,Succeeded,3→4,Yes,2,3
pl_FreightOrderTracking_Hist,Set FileName,4,,Lookup1,5,,Succeeded,4→5,Yes,3,4
pl_FreightOrderTracking_Hist,Lookup1,5,,ForEach1,6,,Succeeded,5→6,Yes,4,5
pl_FreightOrderTracking_Hist,CD_FreightOrderTracking,7,ForEach1,CD_ArchiveFreightOrderTracking,8,ForEach1,Succeeded,7→8,Yes,0,1
pl_FreightOrderTracking_Hist,CD_ArchiveFreightOrderTracking,8,ForEach1,df_FreightOrderTracking_Hist,9,ForEach1,Succeeded,8→9,Yes,1,2
pl_MessageStatus_Hist,Set Container,1,,Set Path,2,,Succeeded,1→2,Yes,0,1
pl_MessageStatus_Hist,Set Path,2,,Set ArchiveContainer,3,,Succeeded,2→3,Yes,1,2
pl_MessageStatus_Hist,Set ArchiveContainer,3,,Set FileName,4,,Succeeded,3→4,Yes,2,3
pl_MessageStatus_Hist,Set FileName,4,,Lookup1,5,,Succeeded,4→5,Yes,3,4
pl_MessageStatus_Hist,Lookup1,5,,ForEach1,6,,Succeeded,5→6,Yes,4,5
pl_MessageStatus_Hist,CD_MessageStatus,7,ForEach1,CD_ArchiveMessageStatus,8,ForEach1,Succeeded,7→8,Yes,0,1
pl_MessageStatus_Hist,CD_ArchiveMessageStatus,8,ForEach1,df_MessageStatus,9,ForEach1,Succeeded,8→9,Yes,1,2
pl_TransportationOrderRootNode_Hist,Set Container,1,,Set Path,2,,Succeeded,1→2,Yes,0,1
pl_TransportationOrderRootNode_Hist,Set Path,2,,Set ArchiveContainer,3,,Succeeded,2→3,Yes,1,2
pl_TransportationOrderRootNode_Hist,Set ArchiveContainer,3,,Set FileName,4,,Succeeded,3→4,Yes,2,3
pl_TransportationOrderRootNode_Hist,Set FileName,4,,Lookup1,5,,Succeeded,4→5,Yes,3,4
